categoria,categoria_codigo,division,grupo,clase,subclase_codigo,subclase,nota
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,"elaboracion de productos de molineria, almidones y productos derivados del almidon y de alimentos preparados para animales",elaboracion de productos de molineria,15313,preparacion y molienda de otros cereales,"Producción de harinas, sémolas y otros productos de maíz, avena, cebada perlada y otros excepto el trigo."
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,"elaboracion de productos de molineria, almidones y productos derivados del almidon y de alimentos preparados para animales",elaboracion de productos de molineria,15314,elaboracion de alimentos mediante  el tostado o insuflacion de granos de cereales,"La fabricación de productos para el desayuno a base de cereales mediante el tostado o la insuflación, etc."
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,"elaboracion de productos de molineria, almidones y productos derivados del almidon y de alimentos preparados para animales",elaboracion de alimentos y productos derivados del almidon,15320,elaboracion de alimentos y productos derivados del almidon,"La elaboración de almidones y féculas de arroz, papa, maíz, etc., glucosa, Esta clase no incluye: La elaboración de azucar de leche (lactosa véase 1520). Elaboración de caña de azúcar en ingenios azucareros y la producción de sacarosa en  refinerías (véas"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,"elaboracion de productos de molineria, almidones y productos derivados del almidon y de alimentos preparados para animales",elaboracion de alimentos preparados para animales,15330,elaboracion de alimentos preparados para animales,"La fabricación de productos para la alimentación de animales domésticos incluidos los suplementos de alimentación. Elaboración de alimentos preparados para animales de granja incluso mezclas preliminares, alimentos concentrados, forraje, y alimentos suple"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de productos de panaderia,15411,elaboracion de pan,Elaboración de pan
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de productos de panaderia,15412,elaboracion de galletas,Elaboración de galletas
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de productos de panaderia,15419,elaboracion de otros productos de panaderia y pasteleria ncp,"La fabricación de pasteles, pre-pizzas, las masas fritas, salteñas, buñuelos, la fabricación de masa de hojaldre y similares. Esta subclases no incluyen: La fabricación de harinas mezcladas y preparadas (véase 1531). La fabricación de productos farináceos"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de azucar,15420,elaboracion de azucar,"La producción y refinado de azúcar y sucedáneos del azúcar obtenidos a partir del jarabe de caña, remolacha. Esta clase no  incluye: La fabricación de glucosa y otros azucares a partir de almidones (véase 1532). Los azúcares químicamente puros y edulcorad"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de cacao y chocolate y productos de confiteria,15431,elaboracion de cacao y productos de cacao,"La elaboración de cacao, manteca, grasa y aceite de cacao."
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de cacao y chocolate y productos de confiteria,15432,elaboracion de chocolates y productos de chocolate,La elaboración de chocolate y otros productos preparados con chocolate Esta subclase no incluye: El tostado de nueces (véase 1549).
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de cacao y chocolate y productos de confiteria,15433,elaboracion de productos de confiteria,"Elaboración de productos de confitería, tales como dulces cocidos, caramelos, pastillas, turrón, confites y chocolate blanco, mazapán, elaboración  de gomas de mascar y otros productos de confitería. Esta subclase no incluye: La producción de sacarosa sól"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de fideos y pastas alimenticias,15441,elaboracion de pastas alimenticias secas,"La elaboración de pastas alimenticias tales como fideos, espaguetis, macarrones y otros productos de pasta, para preparar lasaña, canelones, ravioles, etc. Esta subclase no incluye: La elaboración de sopas que contienen pasta, en particular de sopas deshi"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de fideos y pastas alimenticias,15442,elaboracion de pastas rellenas cocidas o sin cocer y otros productos similares,La elaboración de productos de pasta conservados en recipientes herméticos o por congelación.
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de otros productos alimenticios ncp,15491,tostado torrado y molienda de cafe,"El café en grano seleccionado, descascarado, café tostado y molido, café soluble o instantáneo. Esta subclase no incluye: El cultivo de especias (véase 01135)."
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de otros productos alimenticios ncp,15492,elaboracion de te hierbas aromaticas y especias,"La elaboración de té incluido el empaquetado por cuenta propia en bolsitas, la elaboración de otras infusiones (menta, manzanilla, etc.). La elaboración  de especias, salsas y condimentos.  Esta subclase no incluye: Las plantaciones de té (véase 01135)."
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de otros productos alimenticios,elaboracion de otros productos alimenticios ncp,15499,elaboracion de productos alimenticios ncp,"La fabricación de extractos, jarabes y concentrados, levadura, polvos para  la preparación de postres y gelatinas, miel y sus subproductos; vinagres,  sopas y otros productos alimenticios. Esta subclase no incluye: El cultivo de especias (véase 01136). La"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de bebidas,"destilacion, rectificacion y mezcla de bebidas alcoholicas; produccion de alcohol etilico",15511,destilacion de alcohol etilico,La destilación de alcohol etílico sin desnaturalizar con un grado alcohólico volumétrico mayor al 80% vol. La destilación de alcohol etílico desnaturalizado. La producción de alcohol rectificado. Esta subclase no incluye: La elaboración de vinos de uva fr
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de bebidas,"destilacion, rectificacion y mezcla de bebidas alcoholicas; produccion de alcohol etilico",15512,destilacion rectificacion y mezclas de bebidas espirituosas,"La obtención de aguardientes naturales por destilación de vino, frutas y productos vegetales: elaboración de whisky, coñac, ginebra, ron, etc. La obtención de alcohol etílico sin desnaturalizar con un grado alcohólico volumétrico mayor al 80% vol. La obte"
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de bebidas,elaboracion de vinos,15521,elaboracion de vinos bebidas fermentadas pero no destiladas,"La elaboración de vinos de mesa, vino espumosos o gasificado. La elaboración de bebidas alcohólicas fermentadas pero no destiladas, como sidra y otras. Esta subclase no incluye: Elaboración de vino a partir de uva de producción propia exclusivamente; sin "
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de bebidas,elaboracion de bebidas malteadas y de malta,15530,elaboracion de bebidas malteadas y de malta,"La elaboración de cerveza corriente, pálida, negra, fuerte. La elaboración de la malta. Esta subclase no incluye: La elaboración de levaduras (véase 15499). El embotellado de bebidas malteadas (véase 74951)."
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de bebidas,elaboracion de bebidas no alcoholicas; produccion de agua minerales,15541,elaboracion de bebidas gaseosas,Elaboración de bebidas gaseosas
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de bebidas,elaboracion de bebidas no alcoholicas; produccion de agua minerales,15542,elaboracion de aguas minerales,Producción de aguas minerales
industria manufacturera,E,elaboracion de productos alimenticios y bebidas,elaboracion de bebidas,elaboracion de bebidas no alcoholicas; produccion de agua minerales,15543,elaboracion de hielo y otras bebidas no alcoholicas,"La elaboración de bebidas no alcohólicas, conocidas generalmente con el nombre de refrescos o ""gaseosas"". La elaboración de bebidas aderezadas con extractos artificiales de frutas, jarabes u otras sustancias similares. La producción, es decir, el embotell"
industria manufacturera,E,elaboracion de productos de tabaco,elaboracion de productos de tabaco,elaboracion de productos de tabaco,16000,elaboracion de productos de tabaco,"La elaboración de productos de tabaco tales como cigarrillos, cigarros puros, tabaco de pipa. Elaboración de tabaco homogeneizado o reconstituido. Esta clase no incluye: El cultivo y tratamiento preliminar del tabaco (recolección, desnervado, y otros proc"
industria manufacturera,E,fabricacion de productos textiles,"fabricacion de hilados, tejidos y acabado de productos textiles","preparacion e hilado de fibras textiles, tejido de productos textiles",17111,preparacion cardado y peinado de fibras textiles,"Las operaciones de preparación efectuada sobre las fibras textiles, tales como: el devanado y lavado de la seda, el desengrase, la carbonización o el teñido de vellón; otras operaciones de preparación, incluido el carcado y  perinado de esas fibras y de l"
industria manufacturera,E,fabricacion de productos textiles,"fabricacion de hilados, tejidos y acabado de productos textiles","preparacion e hilado de fibras textiles, tejido de productos textiles",17112,fabricacion de hilados e hilos para tejido y costura,La hilatura y la fabricación de hilados o hilos constituidos por distintos tipos de materiales textiles(incluso mezclas) destinados a la tejedura o la costura  o para un procesamiento posterior. Las operaciones de preparación  efectuadas sobre las fibras 
